Rating,Komentar,Review,text_clean,text_CaseFolding,text_Tokenized,text_Stopwords,text_Stemmed,text_normalized_stemmed
1,tolong dong masa suka kembali sendiri si apk nya tolong di perbaiki,tolong dong masa suka kembali sendiri si apk nya tolong di perbaiki,tolong dong masa suka kembali sendiri si apk nya tolong di perbaiki,tolong dong masa suka kembali sendiri si apk nya tolong di perbaiki,"['tolong', 'dong', 'masa', 'suka', 'kembali', 'sendiri', 'si', 'apk', 'nya', 'tolong', 'di', 'perbaiki']","['tolong', 'suka', 'si', 'apk', 'nya', 'tolong', 'perbaiki']",tolong suka si apk nya tolong baik,tolong suka aplikasi nya tolong baik
5,capcut ini sangat bagus dan bisa bikin video yg mau download silahkan 😄,capcut ini sangat bagus dan bisa bikin video yg mau download silahkan 😄,capcut ini sangat bagus dan bisa bikin video yg mau download silahkan ,capcut ini sangat bagus dan bisa bikin video yg mau download silahkan ,"['capcut', 'ini', 'sangat', 'bagus', 'dan', 'bisa', 'bikin', 'video', 'yg', 'mau', 'download', 'silahkan']","['capcut', 'bagus', 'bikin', 'video', 'yg', 'download', 'silahkan']",capcut bagus bikin video yg download silah,capcut bagus bikin video yang download silah
1,"penyakit pro kikir ultra pro max, mau ekspor dengan kualitas 1080p eh malah harus bayar padahal gratis dasar, sama saja kek Bahlil menteri ESDM kita","penyakit pro kikir ultra pro max, mau ekspor dengan kualitas 1080p eh malah harus bayar padahal gratis dasar, sama saja kek Bahlil menteri ESDM kita",penyakit pro kikir ultra pro max mau ekspor dengan kualitas p eh malah harus bayar padahal gratis dasar sama saja kek Bahlil menteri ESDM kita,penyakit pro kikir ultra pro max mau ekspor dengan kualitas p eh malah harus bayar padahal gratis dasar sama saja kek bahlil menteri esdm kita,"['penyakit', 'pro', 'kikir', 'ultra', 'pro', 'max', 'mau', 'ekspor', 'dengan', 'kualitas', 'p', 'eh', 'malah', 'harus', 'bayar', 'padahal', 'gratis', 'dasar', 'sama', 'saja', 'kek', 'bahlil', 'menteri', 'esdm', 'kita']","['penyakit', 'pro', 'kikir', 'ultra', 'pro', 'max', 'ekspor', 'kualitas', 'p', 'eh', 'bayar', 'gratis', 'dasar', 'kek', 'bahlil', 'menteri', 'esdm']",sakit pro kikir ultra pro max ekspor kualitas p eh bayar gratis dasar kek bahlil menteri esdm,sakit pro kikir ultra pro max ekspor kualitas bayar gratis dasar kek bahlil menteri esdm
5,apk terkikir di dunia 👏,apk terkikir di dunia 👏,apk terkikir di dunia ,apk terkikir di dunia ,"['apk', 'terkikir', 'di', 'dunia']","['apk', 'terkikir', 'dunia']",apk kikir dunia,aplikasi kikir dunia
5,bagus,bagus,bagus,bagus,['bagus'],['bagus'],bagus,bagus
1,mending am 👍👍👍👍👍,mending am 👍👍👍👍👍,mending am ,mending am ,"['mending', 'am']","['mending', 'am']",mending am,mending
2,capcut nya aku hapus karna di suruh download aplikasi yang buat belajar tapi pas aku download lagi ga bisa kirim saran terus atau coba lagi coba lagi jadi aku banting hp ayolah aku masih butuh capcut aku juga pengin main capcut lagii ayo bisa di download lagiiiii,capcut nya aku hapus karna di suruh download aplikasi yang buat belajar tapi pas aku download lagi ga bisa kirim saran terus atau coba lagi coba lagi jadi aku banting hp ayolah aku masih butuh capcut aku juga pengin main capcut lagii ayo bisa di download lagiiiii,capcut nya aku hapus karna di suruh download aplikasi yang buat belajar tapi pas aku download lagi ga bisa kirim saran terus atau coba lagi coba lagi jadi aku banting hp ayolah aku masih butuh capcut aku juga pengin main capcut lagii ayo bisa di download lagiiiii,capcut nya aku hapus karna di suruh download aplikasi yang buat belajar tapi pas aku download lagi ga bisa kirim saran terus atau coba lagi coba lagi jadi aku banting hp ayolah aku masih butuh capcut aku juga pengin main capcut lagii ayo bisa di download lagiiiii,"['capcut', 'nya', 'aku', 'hapus', 'karna', 'di', 'suruh', 'download', 'aplikasi', 'yang', 'buat', 'belajar', 'tapi', 'pas', 'aku', 'download', 'lagi', 'ga', 'bisa', 'kirim', 'saran', 'terus', 'atau', 'coba', 'lagi', 'coba', 'lagi', 'jadi', 'aku', 'banting', 'hp', 'ayolah', 'aku', 'masih', 'butuh', 'capcut', 'aku', 'juga', 'pengin', 'main', 'capcut', 'lagii', 'ayo', 'bisa', 'di', 'download', 'lagiiiii']","['capcut', 'nya', 'hapus', 'karna', 'suruh', 'download', 'aplikasi', 'belajar', 'pas', 'download', 'ga', 'kirim', 'saran', 'coba', 'coba', 'banting', 'hp', 'ayolah', 'butuh', 'capcut', 'pengin', 'main', 'capcut', 'lagii', 'ayo', 'download', 'lagiiiii']",capcut nya hapus karna suruh download aplikasi ajar pas download ga kirim saran coba coba banting hp ayo butuh capcut pengin main capcut lagi ayo download lagiiiii,capcut nya hapus karna suruh download aplikasi ajar pas download gak kirim saran coba coba banting ayo butuh capcut pengin main capcut lagi ayo download lagi
1,aplikasi banyak error nya sering keluar pas ngedit padahal bayar tolong perbaiki jangan minta uangnya doang sat,aplikasi banyak error nya sering keluar pas ngedit padahal bayar tolong perbaiki jangan minta uangnya doang sat,aplikasi banyak error nya sering keluar pas ngedit padahal bayar tolong perbaiki jangan minta uangnya doang sat,aplikasi banyak error nya sering keluar pas ngedit padahal bayar tolong perbaiki jangan minta uangnya doang sat,"['aplikasi', 'banyak', 'error', 'nya', 'sering', 'keluar', 'pas', 'ngedit', 'padahal', 'bayar', 'tolong', 'perbaiki', 'jangan', 'minta', 'uangnya', 'doang', 'sat']","['aplikasi', 'error', 'nya', 'pas', 'ngedit', 'bayar', 'tolong', 'perbaiki', 'uangnya', 'doang', 'sat']",aplikasi error nya pas ngedit bayar tolong baik uang doang sat,aplikasi eror nya pas ngedit bayar tolong baik uang doang sat
1,banyak iklan,banyak iklan,banyak iklan,banyak iklan,"['banyak', 'iklan']",['iklan'],iklan,iklan
2,🥰,🥰,,,[],[],,nan
3,"Saya sudah berlangganan kok masih di tagih lagi ? pembayaran berikutnya 12 november kok ini tagih2 terus, cung!","Saya sudah berlangganan kok masih di tagih lagi ? pembayaran berikutnya 12 november kok ini tagih2 terus, cung!",Saya sudah berlangganan kok masih di tagih lagi  pembayaran berikutnya  november kok ini tagih terus cung,saya sudah berlangganan kok masih di tagih lagi  pembayaran berikutnya  november kok ini tagih terus cung,"['saya', 'sudah', 'berlangganan', 'kok', 'masih', 'di', 'tagih', 'lagi', 'pembayaran', 'berikutnya', 'november', 'kok', 'ini', 'tagih', 'terus', 'cung']","['berlangganan', 'tagih', 'pembayaran', 'november', 'tagih', 'cung']",langgan tagih bayar november tagih cung,langan tagih bayar november tagih cung
1,"APK APAAN INI, DRI TD AQ CB NGEDIT PSTI NGECRASH DN BKN HP Q JD NGELEG, MN JD LOADING LG, ASLI KLO BS Q KSIH BINTANG 0 AJ INI MAH, DAH DI UPDATE JG TTP G BS","APK APAAN INI, DRI TD AQ CB NGEDIT PSTI NGECRASH DN BKN HP Q JD NGELEG, MN JD LOADING LG, ASLI KLO BS Q KSIH BINTANG 0 AJ INI MAH, DAH DI UPDATE JG TTP G BS",APK APAAN INI DRI TD AQ CB NGEDIT PSTI NGECRASH DN BKN HP Q JD NGELEG MN JD LOADING LG ASLI KLO BS Q KSIH BINTANG  AJ INI MAH DAH DI UPDATE JG TTP G BS,apk apaan ini dri td aq cb ngedit psti ngecrash dn bkn hp q jd ngeleg mn jd loading lg asli klo bs q ksih bintang  aj ini mah dah di update jg ttp g bs,"['apk', 'apaan', 'ini', 'dri', 'td', 'aq', 'cb', 'ngedit', 'psti', 'ngecrash', 'dn', 'bkn', 'hp', 'q', 'jd', 'ngeleg', 'mn', 'jd', 'loading', 'lg', 'asli', 'klo', 'bs', 'q', 'ksih', 'bintang', 'aj', 'ini', 'mah', 'dah', 'di', 'update', 'jg', 'ttp', 'g', 'bs']","['apk', 'dri', 'td', 'aq', 'cb', 'ngedit', 'psti', 'ngecrash', 'dn', 'bkn', 'hp', 'q', 'jd', 'ngeleg', 'mn', 'jd', 'loading', 'lg', 'asli', 'klo', 'bs', 'q', 'ksih', 'bintang', 'aj', 'mah', 'dah', 'update', 'jg', 'ttp', 'g', 'bs']",apk dri td aq cb ngedit psti ngecrash dn bkn hp q jd ngeleg mn jd loading lg asli klo bs q ksih bintang aj mah dah update jg ttp g bs,aplikasi dri ngedit psti ngecrash bkn ngeleg loading asli klo ksih bintang mah dah update
5,bagus banget🫣,bagus banget🫣,bagus banget,bagus banget,"['bagus', 'banget']","['bagus', 'banget']",bagus banget,bagus banget
1,aplikasi merugikan main main potong saldo saya aja di apikasi gopay saya,aplikasi merugikan main main potong saldo saya aja di apikasi gopay saya,aplikasi merugikan main main potong saldo saya aja di apikasi gopay saya,aplikasi merugikan main main potong saldo saya aja di apikasi gopay saya,"['aplikasi', 'merugikan', 'main', 'main', 'potong', 'saldo', 'saya', 'aja', 'di', 'apikasi', 'gopay', 'saya']","['aplikasi', 'merugikan', 'main', 'main', 'potong', 'saldo', 'aja', 'apikasi', 'gopay']",aplikasi rugi main main potong saldo aja apikasi gopay,aplikasi rugi main main potong saldo aja apikasi gopay
5,bisa ngedit banyakkkk dan filter nya bagus² semuaaaaa😆😆😆,bisa ngedit banyakkkk dan filter nya bagus² semuaaaaa😆😆😆,bisa ngedit banyakkkk dan filter nya bagus semuaaaaa,bisa ngedit banyakkkk dan filter nya bagus semuaaaaa,"['bisa', 'ngedit', 'banyakkkk', 'dan', 'filter', 'nya', 'bagus', 'semuaaaaa']","['ngedit', 'banyakkkk', 'filter', 'nya', 'bagus', 'semuaaaaa']",ngedit banyakkkk filter nya bagus semuaaaaa,ngedit banyak filter nya bagus semua
5,bagus banget sih,bagus banget sih,bagus banget sih,bagus banget sih,"['bagus', 'banget', 'sih']","['bagus', 'banget', 'sih']",bagus banget sih,bagus banget sih
2,terlalu banyak iklan dan kadang ada iklan judol,terlalu banyak iklan dan kadang ada iklan judol,terlalu banyak iklan dan kadang ada iklan judol,terlalu banyak iklan dan kadang ada iklan judol,"['terlalu', 'banyak', 'iklan', 'dan', 'kadang', 'ada', 'iklan', 'judol']","['iklan', 'kadang', 'iklan', 'judol']",iklan kadang iklan judol,iklan kadang iklan judol
5,karena bisa mengubah vidio,karena bisa mengubah vidio,karena bisa mengubah vidio,karena bisa mengubah vidio,"['karena', 'bisa', 'mengubah', 'vidio']","['mengubah', 'vidio']",ubah vidio,ubah vidio
1,"APK HARAM, KIKIR, BANYAK IKLAN. BURIK BAT GELO, BARU KELUAR BENTAR EH IKLAN BEJIBUN DAH GITU KAGAK ADA TOMBOL SILANG. MIKIR KIDS, JADI APK KIKIR BAT DAH. MENTANG MENTANG DAH TERKENAL JADI KIKIR, DLU PAS MASIH BARU GAK GINI BJIR. MIKIDS KIR","APK HARAM, KIKIR, BANYAK IKLAN. BURIK BAT GELO, BARU KELUAR BENTAR EH IKLAN BEJIBUN DAH GITU KAGAK ADA TOMBOL SILANG. MIKIR KIDS, JADI APK KIKIR BAT DAH. MENTANG MENTANG DAH TERKENAL JADI KIKIR, DLU PAS MASIH BARU GAK GINI BJIR. MIKIDS KIR",APK HARAM KIKIR BANYAK IKLAN BURIK BAT GELO BARU KELUAR BENTAR EH IKLAN BEJIBUN DAH GITU KAGAK ADA TOMBOL SILANG MIKIR KIDS JADI APK KIKIR BAT DAH MENTANG MENTANG DAH TERKENAL JADI KIKIR DLU PAS MASIH BARU GAK GINI BJIR MIKIDS KIR,apk haram kikir banyak iklan burik bat gelo baru keluar bentar eh iklan bejibun dah gitu kagak ada tombol silang mikir kids jadi apk kikir bat dah mentang mentang dah terkenal jadi kikir dlu pas masih baru gak gini bjir mikids kir,"['apk', 'haram', 'kikir', 'banyak', 'iklan', 'burik', 'bat', 'gelo', 'baru', 'keluar', 'bentar', 'eh', 'iklan', 'bejibun', 'dah', 'gitu', 'kagak', 'ada', 'tombol', 'silang', 'mikir', 'kids', 'jadi', 'apk', 'kikir', 'bat', 'dah', 'mentang', 'mentang', 'dah', 'terkenal', 'jadi', 'kikir', 'dlu', 'pas', 'masih', 'baru', 'gak', 'gini', 'bjir', 'mikids', 'kir']","['apk', 'haram', 'kikir', 'iklan', 'burik', 'bat', 'gelo', 'bentar', 'eh', 'iklan', 'bejibun', 'dah', 'gitu', 'kagak', 'tombol', 'silang', 'mikir', 'kids', 'apk', 'kikir', 'bat', 'dah', 'mentang', 'mentang', 'dah', 'terkenal', 'kikir', 'dlu', 'pas', 'gak', 'gini', 'bjir', 'mikids', 'kir']",apk haram kikir iklan burik bat gelo bentar eh iklan bejibun dah gitu kagak tombol silang mikir kids apk kikir bat dah mentang mentang dah kenal kikir dlu pas gak gin bjir mikids kir,aplikasi haram kikir iklan burik bat gelo bentar iklan bejibun dah gitu kagak tombol silang mikir kids aplikasi kikir bat dah mentang mentang dah kenal kikir dlu pas gak gin bjir mikids kir
1,"ke banyak kan bayar, juga bayarnya ga perme jadi males L","ke banyak kan bayar, juga bayarnya ga perme jadi males L",ke banyak kan bayar juga bayarnya ga perme jadi males L,ke banyak kan bayar juga bayarnya ga perme jadi males l,"['ke', 'banyak', 'kan', 'bayar', 'juga', 'bayarnya', 'ga', 'perme', 'jadi', 'males', 'l']","['bayar', 'bayarnya', 'ga', 'perme', 'males', 'l']",bayar bayar ga perme males l,bayar bayar gak perme males
5,bagus dan lucu,bagus dan lucu,bagus dan lucu,bagus dan lucu,"['bagus', 'dan', 'lucu']","['bagus', 'lucu']",bagus lucu,bagus lucu
1,"apk makin ga jelas, saya udah pake hampir 3 tahun, dulu enak tinggal ngedit, sekarang apa apa berbayar mana iklannya banyak banget lagi, masa cuma nambahin lagu berbayar ...ngotak dikit la, auto uninstall ni apk","apk makin ga jelas, saya udah pake hampir 3 tahun, dulu enak tinggal ngedit, sekarang apa apa berbayar mana iklannya banyak banget lagi, masa cuma nambahin lagu berbayar ...ngotak dikit la, auto uninstall ni apk",apk makin ga jelas saya udah pake hampir  tahun dulu enak tinggal ngedit sekarang apa apa berbayar mana iklannya banyak banget lagi masa cuma nambahin lagu berbayar ngotak dikit la auto uninstall ni apk,apk makin ga jelas saya udah pake hampir  tahun dulu enak tinggal ngedit sekarang apa apa berbayar mana iklannya banyak banget lagi masa cuma nambahin lagu berbayar ngotak dikit la auto uninstall ni apk,"['apk', 'makin', 'ga', 'jelas', 'saya', 'udah', 'pake', 'hampir', 'tahun', 'dulu', 'enak', 'tinggal', 'ngedit', 'sekarang', 'apa', 'apa', 'berbayar', 'mana', 'iklannya', 'banyak', 'banget', 'lagi', 'masa', 'cuma', 'nambahin', 'lagu', 'berbayar', 'ngotak', 'dikit', 'la', 'auto', 'uninstall', 'ni', 'apk']","['apk', 'ga', 'udah', 'pake', 'enak', 'tinggal', 'ngedit', 'berbayar', 'iklannya', 'banget', 'nambahin', 'lagu', 'berbayar', 'ngotak', 'dikit', 'la', 'auto', 'uninstall', 'ni', 'apk']",apk ga udah pake enak tinggal ngedit bayar iklan banget nambahin lagu bayar ngotak dikit la auto uninstall ni apk,aplikasi gak udah pake enak tingal ngedit bayar iklan banget nambahin lagu bayar ngotak dikit auto uninstal aplikasi
1,"apk anjink ga ngotak semua pro,gak sekalian apa yg mau download pro juga????😡","apk anjink ga ngotak semua pro,gak sekalian apa yg mau download pro juga????😡",apk anjink ga ngotak semua progak sekalian apa yg mau download pro juga,apk anjink ga ngotak semua progak sekalian apa yg mau download pro juga,"['apk', 'anjink', 'ga', 'ngotak', 'semua', 'progak', 'sekalian', 'apa', 'yg', 'mau', 'download', 'pro', 'juga']","['apk', 'anjink', 'ga', 'ngotak', 'progak', 'yg', 'download', 'pro']",apk anjink ga ngotak progak yg download pro,aplikasi anjink gak ngotak progak yang download pro
5,bisa membantuku untuk mmngedit poto,bisa membantuku untuk mmngedit poto,bisa membantuku untuk mmngedit poto,bisa membantuku untuk mmngedit poto,"['bisa', 'membantuku', 'untuk', 'mmngedit', 'poto']","['membantuku', 'mmngedit', 'poto']",bantu mmngedit poto,bantu mngedit poto
1,"jelek banget, orang mau di ekspor malahan gabisa juga ga pake yng fitur pro malah di tulis,trus mau masukin akun malah gabisa padahal usia 22","jelek banget, orang mau di ekspor malahan gabisa juga ga pake yng fitur pro malah di tulis,trus mau masukin akun malah gabisa padahal usia 22",jelek banget orang mau di ekspor malahan gabisa juga ga pake yng fitur pro malah di tulistrus mau masukin akun malah gabisa padahal usia ,jelek banget orang mau di ekspor malahan gabisa juga ga pake yng fitur pro malah di tulistrus mau masukin akun malah gabisa padahal usia ,"['jelek', 'banget', 'orang', 'mau', 'di', 'ekspor', 'malahan', 'gabisa', 'juga', 'ga', 'pake', 'yng', 'fitur', 'pro', 'malah', 'di', 'tulistrus', 'mau', 'masukin', 'akun', 'malah', 'gabisa', 'padahal', 'usia']","['jelek', 'banget', 'orang', 'ekspor', 'gabisa', 'ga', 'pake', 'yng', 'fitur', 'pro', 'tulistrus', 'masukin', 'akun', 'gabisa', 'usia']",jelek banget orang ekspor gabisa ga pake yng fitur pro tulistrus masukin akun gabisa usia,jelek banget orang ekspor gabisa gak pake yng fitur pro tulistrus masukin akun gabisa usia
3,lumayan baikk,lumayan baikk,lumayan baikk,lumayan baikk,"['lumayan', 'baikk']","['lumayan', 'baikk']",lumayan baikk,lumayan baik
1,"apa apa pro mulu buzett,ud 1 jam nunggu ekspor gbisa bisa wht?no no bgt ih","apa apa pro mulu buzett,ud 1 jam nunggu ekspor gbisa bisa wht?no no bgt ih",apa apa pro mulu buzettud  jam nunggu ekspor gbisa bisa whtno no bgt ih,apa apa pro mulu buzettud  jam nunggu ekspor gbisa bisa whtno no bgt ih,"['apa', 'apa', 'pro', 'mulu', 'buzettud', 'jam', 'nunggu', 'ekspor', 'gbisa', 'bisa', 'whtno', 'no', 'bgt', 'ih']","['pro', 'mulu', 'buzettud', 'jam', 'nunggu', 'ekspor', 'gbisa', 'whtno', 'no', 'bgt', 'ih']",pro mulu buzettud jam nunggu ekspor gbisa whtno no bgt ih,pro mulu buzetud jam nungu ekspor gbisa whtno banget
1,pass mng esporr banyakk iklanan banyakk teruss lama iklann nya,pass mng esporr banyakk iklanan banyakk teruss lama iklann nya,pass mng esporr banyakk iklanan banyakk teruss lama iklann nya,pass mng esporr banyakk iklanan banyakk teruss lama iklann nya,"['pass', 'mng', 'esporr', 'banyakk', 'iklanan', 'banyakk', 'teruss', 'lama', 'iklann', 'nya']","['pass', 'mng', 'esporr', 'banyakk', 'iklanan', 'banyakk', 'teruss', 'iklann', 'nya']",pass mng esporr banyakk iklan banyakk teruss iklann nya,pas mng espor banyak iklan banyak terus iklan nya
1,"kebelet haji boyy semua standar kngen capcut yg dulu ihh, ga usa standar napa, kebelet haji ya?😍","kebelet haji boyy semua standar kngen capcut yg dulu ihh, ga usa standar napa, kebelet haji ya?😍",kebelet haji boyy semua standar kngen capcut yg dulu ihh ga usa standar napa kebelet haji ya,kebelet haji boyy semua standar kngen capcut yg dulu ihh ga usa standar napa kebelet haji ya,"['kebelet', 'haji', 'boyy', 'semua', 'standar', 'kngen', 'capcut', 'yg', 'dulu', 'ihh', 'ga', 'usa', 'standar', 'napa', 'kebelet', 'haji', 'ya']","['kebelet', 'haji', 'boyy', 'standar', 'kngen', 'capcut', 'yg', 'ihh', 'ga', 'usa', 'standar', 'napa', 'kebelet', 'haji', 'ya']",kebelet haji boyy standar kngen capcut yg ihh ga usa standar napa kebelet haji ya,kebelet haji boy standar kngen capcut yang gak usa standar napa kebelet haji
1,ga bisa di buka,ga bisa di buka,ga bisa di buka,ga bisa di buka,"['ga', 'bisa', 'di', 'buka']","['ga', 'buka']",ga buka,gak buka
3,menurut ku mayan baguss sihh tapi iklan terusss dan pas ku download lgi gabisaaa anj,menurut ku mayan baguss sihh tapi iklan terusss dan pas ku download lgi gabisaaa anj,menurut ku mayan baguss sihh tapi iklan terusss dan pas ku download lgi gabisaaa anj,menurut ku mayan baguss sihh tapi iklan terusss dan pas ku download lgi gabisaaa anj,"['menurut', 'ku', 'mayan', 'baguss', 'sihh', 'tapi', 'iklan', 'terusss', 'dan', 'pas', 'ku', 'download', 'lgi', 'gabisaaa', 'anj']","['ku', 'mayan', 'baguss', 'sihh', 'iklan', 'terusss', 'pas', 'ku', 'download', 'lgi', 'gabisaaa', 'anj']",ku mayan baguss sihh iklan terusss pas ku download lgi gabisaaa anj,mayan bagus sih iklan terus pas download lgi gabisa anj
